1459476568.46, 4648
1459476568.56, 4938
1459476568.66, 5921
1459476568.77, 5898
1459476568.87, 5530
1459476568.97, 5530
1459476569.07, 5185
1459476569.17, 4274
1459476569.27, 4541
1459476569.37, 4258
1459476569.47, 4524
1459476569.57, 4787
1459476569.67, 4488
1459476569.77, 4471
1459476569.88, 5027
1459476569.98, 4419
1459476570.08, 4695
1459476570.18, 4695
1459476570.28, 4695
1459476570.38, 4695
1459476570.48, 4695
1459476570.58, 4695
1459476570.68, 4127
1459476570.78, 4658
1459476570.88, 4658
1459476570.99, 4367
1459476571.09, 4639
1459476571.19, 4639
1459476571.29, 4639
1459476571.39, 4928
1459476571.49, 5236
1459476571.59, 4316
1459476571.69, 4585
1459476571.79, 4871
1459476571.89, 4282
1459476571.99, 4265
1459476572.1, 4513
1459476572.2, 4776
1459476572.3, 4776
1459476572.4, 4757
1459476572.5, 4460
1459476572.6, 4182
1459476572.7, 3921
1459476572.8, 3921
1459476572.9, 4426
1459476573.0, 4630
1459476573.1, 5552
1459476573.21, 4022
1459476573.31, 3536
1459476573.41, 4240
1459476573.51, 4240
1459476573.61, 4240
1459476573.71, 3959
1459476573.81, 4451
1459476573.91, 3913
1459476574.02, 3669
1459476574.12, 4399
1459476574.22, 3868
1459476574.32, 4365
1459476574.42, 3823
1459476574.52, 4314
1459476574.62, 3321
1459476574.72, 2886
1459476574.82, 3001
1459476574.92, 4800
1459476575.02, 5418
1459476575.13, 4763
1459476575.23, 5060
1459476575.33, 4744
1459476575.43, 4448
1459476575.53, 4726
1459476575.63, 5021
1459476575.73, 4414
1459476575.84, 4396
1459476575.94, 4670
1459476576.04, 4942
1459476576.14, 4634
1459476576.24, 4616
1459476576.34, 5535
1459476576.44, 4562
1459476576.54, 4544
1459476576.64, 5129
1459476576.74, 4228
1459476576.85, 5386
1459476576.95, 5365
1459476577.05, 5700
1459476577.15, 3660
1459476577.25, 4002
1459476577.35, 4637
1459476577.45, 5538
1459476577.55, 5860
1459476577.65, 5860
1459476577.75, 5408
1459476577.85, 6081
1459476577.96, 5324
1459476578.06, 4972
1459476578.16, 5962
1459476578.26, 5241
1459476578.36, 6285
1459476578.46, 5893
1459476578.56, 5525
1459476578.66, 4361
1459476578.76, 5229
1459476578.87, 5208
1459476578.97, 5511
1459476579.07, 5167
1459476579.17, 4845
1459476579.27, 4845
1459476579.37, 4826
1459476579.47, 4826
1459476579.57, 4489
1459476579.67, 4209
1459476579.77, 4472
1459476579.88, 4455
1459476579.98, 4455
1459476580.08, 5342
1459476580.18, 5009
1459476580.28, 6007
1459476580.38, 5632
1459476580.48, 5260
1459476580.58, 5260
1459476580.68, 5588
1459476580.78, 5588
1459476580.89, 4605
1459476580.99, 4605
1459476581.09, 4892
1459476581.19, 4892
1459476581.29, 5521
1459476581.39, 5521
1459476581.49, 4853
1459476581.59, 5156
1459476581.69, 4249
1459476581.79, 4249
1459476581.89, 4249
1459476582.0, 4514
1459476582.1, 4796
1459476582.2, 5095
1459476582.3, 5075
1459476582.4, 5729
1459476582.5, 5036
1459476582.6, 5350
1459476582.7, 4703
1459476582.8, 4703
1459476582.9, 4684
1459476583.0, 4684
1459476583.11, 4392
1459476583.21, 5266
1459476583.31, 5266
1459476583.41, 4937
1459476583.51, 4629
1459476583.61, 4340
1459476583.71, 4611
1459476583.81, 4611
1459476583.92, 5530
1459476584.02, 5875
1459476584.12, 4842
1459476584.22, 4842
1459476584.32, 4540
1459476584.42, 5444
1459476584.52, 4486
1459476584.62, 5063
1459476584.72, 4173
1459476584.82, 5004
1459476584.92, 4674
1459476585.03, 4966
1459476585.13, 4966
1459476585.23, 4656
1459476585.33, 4656
1459476585.43, 4656
1459476585.53, 4928
1459476585.63, 5236
1459476585.73, 4603
1459476585.83, 4047
1459476585.94, 4299
1459476586.04, 4031
1459476586.14, 4015
1459476586.24, 3530
1459476586.34, 4497
1459476586.44, 3475
1459476586.54, 4703
1459476586.64, 3877
1459476586.74, 3877
1459476586.84, 4119
1459476586.94, 4649
1459476587.05, 4649
1459476587.15, 4342
1459476587.25, 4901
1459476587.35, 4595
1459476587.45, 4308
1459476587.55, 4844
1459476587.65, 4259
1459476587.75, 4259
1459476587.85, 4259
1459476587.95, 5107
1459476588.06, 4788
1459476588.16, 5087
1459476588.26, 4770
1459476588.36, 4770
1459476588.46, 5068
1459476588.56, 4438
1459476588.66, 4438
1459476588.76, 4715
1459476588.86, 5654
1459476588.97, 4970
1459476589.07, 4369
1459476589.17, 4624
1459476589.27, 5892
1459476589.37, 5892
1459476589.47, 4856
1459476589.57, 4003
1459476589.67, 3519
1459476589.77, 4482
1459476589.87, 4762
1459476589.97, 4465
1459476590.08, 4186
1459476590.18, 5019
1459476590.28, 5019
1459476590.38, 5000
1459476590.48, 5312
1459476590.58, 4669
1459476590.68, 5270
1459476590.78, 4633
1459476590.88, 4344
1459476590.99, 4344
1459476591.09, 4276
1459476591.19, 5406
1459476591.29, 4734
1459476591.39, 4439
1459476591.49, 4716
1459476591.59, 4716
1459476591.69, 4698
1459476591.79, 5302
1459476591.89, 5302
1459476592.0, 4661
1459476592.1, 4370
1459476592.2, 4643
1459476592.3, 4643
1459476592.4, 4353
1459476592.5, 3826
1459476592.6, 3826
1459476592.7, 4065
1459476592.8, 3573
1459476592.9, 4285
1459476593.0, 4534
1459476593.11, 4251
1459476593.21, 3737
1459476593.31, 4218
1459476593.41, 4218
1459476593.51, 3955
1459476593.61, 4202
1459476593.71, 4464
1459476593.81, 3924
1459476593.91, 4153
1459476594.01, 4153
1459476594.12, 4412
1459476594.22, 4412
1459476594.32, 4137
1459476594.42, 4395
1459476594.52, 4941
1459476594.62, 4344
1459476594.72, 4073
1459476594.82, 4327
1459476594.92, 4579
1459476595.02, 4865
1459476595.12, 4561
1459476595.23, 3305
1459476595.33, 3558
1459476595.43, 4267
1459476595.53, 4515
1459476595.63, 3721
1459476595.73, 5036
1459476595.83, 5350
1459476595.93, 5016
1459476596.04, 4703
1459476596.14, 4410
1459476596.24, 4410
1459476596.34, 4393
1459476596.44, 4649
1459476596.54, 4359
1459476596.64, 4342
1459476596.74, 4595
1459476596.84, 4882
1459476596.95, 4577
1459476597.05, 5126
1459476597.15, 5106
1459476597.25, 5106
1459476597.35, 4787
1459476597.45, 5403
1459476597.55, 5066
1459476597.65, 5382
1459476597.75, 4731
1459476597.85, 4731
1459476597.95, 4731
1459476598.06, 5026
1459476598.16, 5026
1459476598.26, 5007
1459476598.36, 5007
1459476598.46, 4677
1459476598.56, 4969
1459476598.66, 4969
1459476598.76, 5608
1459476598.86, 5216
1459476598.96, 4852
1459476599.07, 4531
1459476599.17, 4531
1459476599.27, 4814
1459476599.37, 4152
1459476599.47, 3622
1459476599.57, 4309
1459476599.67, 3116
1459476599.77, 3651
1459476599.87, 4009
1459476599.97, 3977
1459476600.07, 3947
1459476600.18, 4177
1459476600.28, 4438
1459476600.38, 4715
1459476600.48, 4715
1459476600.58, 4370
1459476600.68, 3826
1459476600.78, 4302
1459476600.88, 4302
1459476600.98, 4034
1459476601.09, 4286
1459476601.19, 4837
1459476601.29, 4763
1459476601.39, 4448
1459476601.49, 4448
1459476601.59, 4726
1459476601.69, 4431
1459476601.79, 4431
1459476601.89, 4707
1459476601.99, 4138
1459476602.1, 4670
1459476602.2, 4670
1459476602.3, 4379
1459476602.4, 4362
1459476602.5, 4923
1459476602.6, 4328
1459476602.7, 5493
1459476602.8, 5150
1459476602.9, 4829
1459476603.0, 5450
1459476603.11, 4791
1459476603.21, 4791
1459476603.31, 3949
1459476603.41, 5030
1459476603.51, 3572
1459476603.61, 5137
1459476603.71, 4515
1459476603.81, 4515
1459476603.91, 5414
1459476604.01, 5752
1459476604.12, 5393
1459476604.22, 4721
1459476604.32, 4341
1459476604.42, 5531
1459476604.52, 4542
1459476604.62, 4806
1459476604.72, 5106
1459476604.82, 4488
1459476604.92, 4488
1459476605.02, 5718
1459476605.13, 6075
1459476605.23, 6830
1459476605.33, 4949
1459476605.43, 5258
1459476605.53, 4622
1459476605.63, 4334
1459476605.73, 4064
1459476605.83, 4873
1459476605.93, 4569
1459476606.03, 4798
1459476606.14, 5415
1459476606.24, 4760
1459476606.34, 4463
1459476606.44, 5037
1459476606.54, 5685
1459476606.64, 5640
1459476606.74, 4359
1459476606.84, 4342
1459476606.94, 4308
1459476607.04, 4788
1459476607.15, 4770
1459476607.25, 4770
1459476607.35, 4455
1459476607.45, 4389
1459476607.55, 5223
1459476607.65, 4574
1459476607.75, 4455
1459476607.85, 5028
1459476607.95, 5321
1459476608.05, 5219
1459476608.16, 5545
1459476608.26, 4875
1459476608.36, 4782
1459476608.46, 4484
1459476608.56, 3942
1459476608.66, 3942
1459476608.76, 4449
1459476608.86, 5335
1459476608.96, 5335
1459476609.07, 4690
1459476609.17, 4397
1459476609.27, 4397
1459476609.37, 4962
1459476609.47, 4090
1459476609.57, 4090
1459476609.67, 4616
1459476609.77, 3805
1459476609.87, 3805
1459476609.97, 3805
1459476610.07, 3568
1459476610.18, 4278
1459476610.28, 5130
1459476610.38, 4810
1459476610.48, 4810
1459476610.58, 5429
1459476610.68, 6128
1459476610.78, 6511
1459476610.88, 6511
1459476610.98, 6081
1459476611.08, 6081
1459476611.19, 5701
1459476611.29, 4698
1459476611.39, 4680
1459476611.49, 4680
